nodeid	nodelen	ys	tunisia	bhagwa	taishanhong	dabenzi	azerbaijan
s35671	103	0	0	0	0	1	0
s35672	58	0	0	0	0	1	0
s35673	62	0	0	0	0	1	0
s35674	1	0	0	0	1	1	0
s35675	313	0	0	0	0	1	0
s35676	588	0	0	0	0	1	0
s35677	647	0	0	0	0	1	0
s35678	56	0	0	0	0	1	0
s35679	419	0	0	0	0	1	0
s35680	101	0	0	0	0	0	0
s35681	243	0	0	0	0	1	0
s35682	146	0	0	0	0	1	0
s35683	87	0	0	0	0	1	0
s35684	870	0	0	0	0	1	0
s35685	318	0	0	0	0	1	1
s35686	120	0	0	0	0	1	1
s35687	189	0	0	0	1	1	0
s35688	933	0	0	0	0	1	1
s35689	129	0	0	0	0	1	0
s35690	1053	0	0	0	0	1	0
s35691	11675	0	0	0	0	1	1
s35692	51	0	0	0	0	1	1
s35693	109	0	0	0	0	1	0
s35694	593	0	0	0	0	1	0
s35695	110	0	0	0	0	1	0
s35696	51	0	0	0	0	1	0
s35697	143	0	0	0	0	1	0
s35698	1406	0	0	0	0	1	0
s35699	173	0	0	0	0	1	0
s35700	420	0	0	0	0	1	0
s35701	544	0	0	0	0	1	0
s35702	102	0	0	0	0	1	0
s35703	204	0	0	0	0	1	0
s35704	139	0	0	0	0	1	0
s35705	38	0	0	0	0	1	0
s35706	1725	0	0	0	0	1	1
s35707	139	0	0	0	0	1	0
s35708	63	0	1	0	1	1	0
s35709	49	0	0	0	0	1	0
s35710	288	0	0	0	0	1	0
s35711	37	0	0	0	1	1	0
s35712	391	0	0	0	0	1	0
s35713	57	0	0	0	0	1	0
s35714	312	0	0	0	0	1	1
s35715	89	0	0	0	0	1	1
s35716	537	0	0	0	0	1	1
s35717	104	0	0	0	0	1	1
s35718	511	0	0	0	0	1	1
s35719	13366	0	0	0	0	1	1
s35720	107	0	0	0	0	1	1
s35721	262	0	0	0	0	1	0
s35722	171	0	0	0	0	1	0
s35723	600	0	0	0	0	1	0
s35724	278	0	0	0	0	1	0
s35725	339	0	0	0	0	1	0
s35726	116	0	0	0	0	1	0
s35727	823	0	0	0	0	1	0
s35728	163	0	0	0	0	1	0
s35729	254	0	0	0	0	1	0
s35730	78	0	0	0	0	1	0
s35731	135	0	0	0	0	1	1
s35732	101	0	0	0	0	1	0
s35733	19	0	0	0	0	1	0
s35734	100	0	0	0	0	1	0
s35735	131	0	0	0	0	1	1
s35736	62	0	0	0	0	1	0
s35737	1159	0	0	0	0	1	0
s35738	260	0	0	0	0	1	0
s35739	173	0	0	0	0	1	0
s35740	128	0	0	0	0	1	0
s35741	67	0	0	0	0	1	0
s35742	51	0	0	0	1	1	0
s35743	189	0	0	0	0	1	0
s35744	151	0	0	0	0	1	0
s35745	5	0	0	0	0	1	0
s35746	57	0	0	0	0	1	1
s35747	1197	0	0	0	0	1	1
s35748	58	0	0	0	0	1	0
s35749	504	0	0	0	0	1	0
s35750	65	0	0	0	0	1	0
s35751	137	0	0	0	0	1	0
s35752	12	0	0	0	0	1	0
s35753	194	0	0	0	0	1	0
s35754	287	0	0	0	0	1	0
s35755	274	0	0	0	0	1	0
s35756	113	0	0	0	0	1	0
s35757	233	0	0	0	0	1	0
s35758	172	0	0	0	0	1	0
s35759	88	0	0	0	0	1	0
s35760	50	0	1	0	1	1	1
s35761	359	0	0	0	0	1	0
s35762	133	0	0	0	0	1	0
s35763	85	0	0	0	0	1	0
s35764	148	0	0	0	0	1	0
s35765	167	0	0	0	0	1	0
s35766	287	0	0	0	0	1	0
s35767	7	0	0	0	0	1	0
s35768	368	0	0	0	0	1	1
s35769	53	0	0	0	0	1	0
s35770	61	0	0	0	0	1	0
s35771	131	0	0	0	0	1	0
s35772	54	0	1	0	1	1	1
s35773	559	0	1	0	1	1	1
s35774	8046	0	0	0	1	1	0
s35775	190	0	0	0	0	1	1
s35776	3649	0	0	0	0	1	1
s35777	366	0	0	0	0	1	0
s35778	159	0	0	0	0	1	0
s35779	146	0	0	0	0	1	0
s35780	171	0	0	0	0	1	0
s35781	89	0	0	0	0	1	0
s35782	243	0	0	0	1	1	0
s35783	428	0	0	0	1	1	0
s35784	151	0	0	0	0	1	0
s35785	171	0	0	0	0	1	0
s35786	129	0	0	0	0	1	0
s35787	132	0	0	0	0	1	0
s35788	331	0	0	0	0	1	0
s35789	74	0	0	0	0	1	0
s35790	1055	0	0	0	0	1	0
s35791	191	0	0	0	0	1	0
s35792	118	0	0	0	0	1	0
s35793	239	0	0	0	0	1	0
s35794	504	0	0	0	0	1	0
s35795	411	0	0	0	0	1	0
s35796	68	0	0	0	0	1	0
s35797	237	0	0	0	0	1	0
s35798	152	0	0	0	0	1	0
s35799	540	0	0	0	0	1	0
s35800	1005	0	0	0	0	1	0
s35801	70	0	0	0	0	1	0
s35802	60	0	0	0	0	1	0
s35803	19	0	0	0	0	1	0
s35804	2138	0	0	0	0	1	1
s35805	402	0	0	0	0	1	0
s35806	384	0	0	0	0	1	0
s35807	51	0	0	0	0	1	0
s35808	114	0	0	0	0	1	0
s35809	253	0	0	0	0	1	0
s35810	55	0	0	0	0	1	0
s35811	63	0	0	0	0	1	0
s35812	21	0	0	0	0	1	0
s35813	187	0	0	0	0	1	0
s35814	81	0	0	0	0	1	0
s35815	238	0	0	0	0	1	0
s35816	1506	0	0	0	0	0	0
s35817	171	0	0	0	0	0	0
s35818	105	0	0	0	0	1	0
s35819	285	0	0	0	0	1	0
s35820	108	0	0	0	0	1	0
s35821	1249	0	0	0	0	1	0
s35822	173	0	0	0	0	1	0
s35823	60	0	0	0	0	1	0
s35824	111	0	0	0	0	1	0
s35825	486	0	0	0	0	0	0
s35826	110	0	0	0	0	1	0
s35827	464	0	0	0	0	1	0
s35828	88	0	0	0	0	1	0
s35829	52	0	0	0	0	1	0
s35830	11	0	0	0	0	1	0
s35831	178	0	0	0	0	1	0
s35832	10	0	0	0	0	1	0
s35833	979	0	0	0	0	1	1
s35834	52	0	0	0	0	1	0
s35835	129	0	0	0	0	1	0
s35836	149	0	0	0	0	1	0
s35837	461	0	0	0	0	1	0
s35838	154	0	0	0	0	1	0
s35839	128	0	0	0	0	1	0
s35840	528	0	0	0	0	1	1
s35841	632	0	0	0	0	1	0
s35842	76	0	0	0	0	1	1
s35843	211	0	0	0	0	1	0
s35844	73	0	0	0	0	1	0
s35845	8405	0	0	0	0	1	0
s35846	76	0	0	0	0	1	0
s35847	249	0	0	0	0	1	0
s35848	816	0	0	0	0	1	1
s35849	635	0	0	0	0	1	0
s35850	626	0	0	0	0	1	0
s35851	219	0	0	0	0	1	0
s35852	220	0	0	0	0	1	1
s35853	1221	0	0	0	0	1	0
s35854	101	0	0	0	1	1	0
s35855	1164	0	0	0	0	1	0
s35856	2819	0	0	0	0	1	0
s35857	196	0	0	0	0	1	0
s35858	113	0	0	0	0	1	0
s35859	193	0	0	0	0	1	0
s35860	64	0	0	0	0	1	0
s35861	98	0	0	0	0	1	0
s35862	58	0	0	0	1	1	0
s35863	101	0	0	0	1	1	0
s35864	109	0	0	0	0	1	1
s35865	65	0	0	0	0	1	1
s35866	288	0	0	0	1	1	0
s35867	249	0	0	0	0	1	0
s35868	217	0	0	0	0	1	0
s35869	292	0	0	0	0	1	1
s35870	200	0	0	0	0	1	1
s35871	99	0	0	0	0	1	0
s35872	80	0	0	0	0	1	0
s35873	67	0	0	0	0	1	0
s35874	107	0	0	0	0	1	0
s35875	1	0	0	0	0	1	0
s35876	142	0	0	0	0	1	0
s35877	61	0	0	0	0	1	0
s35878	486	0	0	0	0	1	0
s35879	263	0	0	0	0	1	0
s35880	153	0	0	0	0	1	0
s35881	111	0	0	0	0	1	0
s35882	179	0	0	0	0	1	0
s35883	1222	0	0	0	0	1	0
s35884	147	0	0	0	0	1	0
s35885	6	0	0	0	0	1	0
s35886	75	0	0	0	0	1	0
s35887	131	0	0	0	0	1	0
s35888	663	0	0	0	0	1	0
s35889	510	0	0	0	0	1	0
s35890	10532	0	0	0	0	1	0
s35891	100	0	0	0	0	1	0
s35892	644	0	0	0	0	1	0
s35893	296	0	0	0	0	1	0
s35894	79	0	0	0	0	1	0
s35895	53	0	0	0	0	1	0
s35896	71	0	0	0	0	1	0
s35897	195	0	0	0	0	1	0
s35898	65	0	0	0	0	1	0
s35899	88	0	0	0	0	1	0
s35900	1008	0	0	0	0	1	0
s35901	651	0	0	0	0	1	0
s35902	744	0	0	0	0	1	0
s35903	59	0	0	0	0	1	0
s35904	467	0	0	0	0	1	0
s35905	3716	0	0	0	0	1	0
s35906	807	0	0	0	0	1	0
s35907	78	0	0	0	0	1	0
s35908	163	0	0	0	0	1	1
s35909	202	0	0	0	0	1	1
s35910	152	0	0	0	0	1	1
s35911	540	0	0	0	0	1	0
s35912	172	0	0	0	0	1	0
s35913	150	0	0	0	0	1	0
s35914	1270	0	0	0	0	1	0
s35915	534	0	0	0	0	1	0
s35916	229	0	0	0	0	1	0
s35917	81	0	0	0	0	1	0
s35918	119	0	0	0	0	1	0
s35919	14	0	0	0	0	1	0
s35920	82	0	0	0	0	1	0
s35921	1168	0	0	0	0	1	0
s35922	240	0	0	0	0	1	1
s35923	123	0	0	0	0	1	0
s35924	129	0	0	0	0	1	0
s35925	1715	0	0	0	1	1	0
s35926	84	0	0	0	0	1	0
s35927	115	0	0	0	0	1	0
s35928	135	0	0	0	0	1	0
s35929	52	0	0	0	0	1	0
s35930	62	0	0	0	0	1	0
s35931	833	0	0	0	0	1	1
s35932	301	0	0	0	0	1	0
s35933	131	0	0	0	0	1	1
s35934	94	0	0	0	0	1	1
s35935	1372	0	0	0	0	1	1
s35936	96	0	0	0	0	1	0
s35937	550	0	0	0	0	0	1
s35938	58	0	0	0	0	1	0
s35939	297	0	0	0	0	1	0
s35940	790	0	0	0	0	1	0
s35941	92	0	0	0	0	1	0
s35942	66	0	0	0	0	1	0
s35943	307	0	0	0	0	1	0
s35944	8	0	0	0	0	1	0
s35945	52	0	0	0	0	1	0
s35946	140	0	0	0	0	1	0
s35947	148	0	0	0	0	1	0
s35948	122	0	0	0	0	1	0
s35949	155	0	0	0	0	1	0
s35950	581	0	0	0	0	1	0
s35951	2021	0	0	0	0	1	0
s35952	1429	0	0	0	0	1	0
s35953	86	0	0	0	1	1	0
s35954	163	0	0	0	0	1	1
s35955	114	0	0	0	0	1	1
s35956	187	0	0	0	0	1	0
s35957	180	0	0	0	0	1	0
s35958	303	0	0	0	0	1	0
s35959	8	0	1	0	0	1	1
s35960	278	0	0	0	0	1	1
s35961	135	0	0	0	0	1	0
s35962	176	0	0	0	0	1	0
s35963	662	0	0	0	0	1	0
s35964	61	0	0	0	0	1	0
s35965	332	0	0	0	0	1	0
s35966	145	0	0	0	0	1	0
s35967	117	0	0	0	0	1	0
s35968	755	0	0	0	0	1	0
s35969	105	0	0	0	0	1	1
s35970	92	0	0	0	0	1	0
s35971	16	0	0	0	0	1	0
s35972	1061	0	0	0	0	1	0
s35973	1008	0	0	0	0	1	1
s35974	24	0	0	0	0	1	0
s35975	4	0	0	0	0	1	0
s35976	7103	0	0	0	0	1	1
s35977	287	0	0	0	0	1	0
s35978	1087	0	0	0	0	1	0
s35979	122	0	0	0	0	1	0
s35980	98	0	0	0	0	1	0
s35981	128	0	0	0	0	1	0
s35982	165	0	0	0	0	1	0
s35983	9	0	0	0	0	1	0
s35984	103	0	0	0	0	1	0
s35985	927	0	0	0	0	1	0
s35986	77	0	0	1	0	1	1
s35987	52	0	0	0	0	1	0
s35988	844	0	0	0	0	1	1
s35989	895	0	0	0	0	1	0
s35990	143	0	0	0	0	1	0
s35991	57	0	0	0	0	0	0
s35992	304	0	1	0	0	1	1
s35993	119	0	0	0	0	1	0
s35994	377	0	0	0	0	1	1
s35995	53	0	0	0	0	1	0
s35996	61	0	1	0	0	1	1
s35997	524	0	0	0	0	1	0
s35998	676	0	0	0	0	1	0
s35999	1172	0	0	0	0	1	0
s36000	14208	0	0	0	0	1	0
s36001	28796	0	0	0	0	1	0
s36002	147	0	0	0	0	1	0
s36003	153	0	0	0	0	1	0
s36004	60	0	0	0	0	1	0
s36005	307	0	0	0	0	1	0
s36006	56	0	0	0	1	1	1
s36007	51	0	0	0	0	1	0
s36008	37	0	0	0	1	1	1
s36009	58	0	0	0	0	1	0
s36010	108	0	0	0	0	1	1
s36011	753	0	0	0	0	1	0
s36012	5	0	0	0	0	1	0
s36013	220	0	0	0	0	1	0
s36014	151	0	0	0	0	1	0
s36015	169	0	0	0	0	1	1
s36016	880	0	0	0	0	1	0
s36017	494	0	0	0	0	1	0
s36018	99	0	0	0	0	1	0
s36019	174	0	0	0	0	1	0
s36020	209	0	0	0	0	1	0
s36021	176	0	0	0	0	1	0
s36022	136	0	0	0	0	1	0
s36023	544	0	0	0	0	1	0
s36024	458	0	0	0	0	1	0
s36025	92	0	0	0	0	1	0
s36026	214	0	0	0	0	1	0
s36027	253	0	0	0	0	1	0
s36028	78	0	0	0	0	1	0
s36029	111	0	0	0	0	1	1
s36030	79	0	0	0	0	1	0
s36031	255	0	0	0	0	1	1
s36032	109	0	0	0	0	1	0
s36033	1201	0	0	0	0	1	0
s36034	64	0	0	0	0	1	0
s36035	297	0	0	0	0	1	0
s36036	197	0	0	0	0	1	0
s36037	400	0	0	0	0	1	0
s36038	85	0	0	0	0	1	0
s36039	455	0	0	0	0	1	0
s36040	15	0	0	0	0	1	0
s36041	125	0	0	0	0	1	0
s36042	248	0	0	0	0	1	0
s36043	61	0	0	0	0	1	0
s36044	141	0	0	0	0	1	0
s36045	181	0	0	0	0	1	0
s36046	145	0	0	0	0	1	0
s36047	82	0	0	0	0	1	0
s36048	223	0	0	0	0	1	0
s36049	765	0	0	0	0	1	0
s36050	344	0	0	0	0	1	0
s36051	136	0	0	0	0	1	0
s36052	801	0	0	0	0	1	0
s36053	6	0	0	0	0	1	0
s36054	84	0	0	0	0	1	0
s36055	62	0	0	0	0	1	0
s36056	154	0	0	0	0	1	0
s36057	87	0	0	0	0	1	0
s36058	685	0	0	0	0	1	0
s36059	65	0	0	0	1	1	0
s36060	580	0	0	0	1	1	0
s36061	1	0	0	0	1	1	0
s36062	176	0	0	0	1	1	0
s36063	59	0	0	0	0	1	0
s36064	91	0	0	0	1	1	0
s36065	84	0	0	0	0	1	0
s36066	35	0	0	0	0	1	0
s36067	52	0	0	0	0	1	0
s36068	102	0	0	0	0	1	0
s36069	14	0	0	0	1	1	0
s36070	727	0	0	0	0	1	1
s36071	150	0	0	0	1	1	1
s36072	207	0	0	0	1	1	0
s36073	1136	0	0	0	0	1	1
s36074	145	0	0	0	0	1	1
s36075	581	0	0	0	0	1	0
s36076	199	0	0	0	0	1	0
s36077	72	0	0	0	0	1	0
s36078	120	0	0	0	0	1	0
s36079	5093	0	0	0	0	1	0
s36080	185	0	0	0	0	1	0
s36081	75	0	0	0	0	1	0
s36082	495	0	0	0	0	1	0
s36083	26	0	0	0	0	1	0
s36084	559	0	0	0	1	1	0
s36085	116	0	0	0	0	1	0
s36086	297	0	0	0	0	1	0
s36087	59	0	0	0	0	1	0
s36088	90	0	0	0	0	1	0
s36089	204	0	0	0	1	1	0
s36090	637	0	0	0	0	1	1
s36091	552	0	0	0	0	1	0
s36092	10	1	1	1	1	1	1
s36093	56	0	0	0	1	1	0
s36094	210	0	0	0	1	1	0
s36095	11	0	0	0	0	1	0
s36096	249	0	0	0	0	1	0
s36097	66	0	0	0	0	1	0
s36098	72	0	0	0	0	1	0
s36099	92	0	0	0	0	1	0
s36100	366	0	0	0	0	1	0
s36101	56	0	0	0	0	1	0
s36102	68	0	0	0	0	1	0
s36103	2071	0	0	0	0	1	0
s36104	178	0	0	0	0	0	0
s36105	215	0	0	0	0	1	0
s36106	67	0	0	0	0	1	0
s36107	102	0	0	0	0	1	0
s36108	84	0	0	0	0	1	0
s36109	65	0	0	0	0	0	0
s36110	773	0	1	0	1	1	0
s36111	117	0	0	0	0	1	0
s36112	120	0	0	0	0	1	0
s36113	110	0	1	0	0	1	0
s36114	150	0	0	0	0	1	0
s36115	140	0	0	0	0	1	0
s36116	253	0	0	0	0	1	0
s36117	70	0	0	0	0	1	0
s36118	11	0	1	0	0	1	0
s36119	2	0	1	0	1	1	0
s36120	124	0	0	0	0	1	0
s36121	518	0	0	0	1	1	0
s36122	218	0	0	0	0	1	0
s36123	54	0	0	0	0	1	0
s36124	470	0	0	0	0	1	1
s36125	4	0	0	0	0	1	0
s36126	116	0	0	0	0	1	0
s36127	52	0	0	0	0	1	0
s36128	87	0	0	0	0	1	0
s36129	123	0	0	0	0	1	1
s36130	5098	0	0	0	0	1	0
s36131	522	0	0	0	0	1	0
s36132	90	0	0	0	0	1	0
s36133	50	0	0	0	0	1	0
s36134	1585	0	0	0	1	1	0
s36135	1103	0	0	0	0	1	0
s36136	53	0	0	0	0	1	0
s36137	1	0	0	0	0	0	0
s36138	1145	0	0	0	0	1	0
s36139	132	0	0	0	0	1	0
s36140	137	0	0	0	0	1	0
s36141	279	0	0	0	0	1	1
s36142	146	0	0	0	1	1	0
s36143	101	0	0	0	0	1	0
s36144	83	0	0	0	0	1	0
s36145	136	0	0	0	0	1	0
s36146	16	0	0	0	0	1	0
s36147	5729	0	0	0	0	1	0
s36148	76	0	0	0	0	1	0
s36149	81	0	0	0	0	1	0
s36150	1849	0	0	0	0	1	0
s36151	154	0	0	0	1	1	0
s36152	166	0	0	0	0	1	0
s36153	1176	0	0	0	0	1	0
s36154	542	0	0	0	0	1	1
s36155	287	0	0	0	0	1	0
s36156	806	0	0	0	0	1	1
s36157	370	0	0	0	0	1	1
s36158	190	0	0	0	1	1	0
s36159	5	0	0	0	0	1	0
s36160	408	0	0	0	0	1	0
s36161	135	0	0	0	0	1	0
s36162	110	0	0	0	0	1	0
s36163	686	0	0	0	0	1	0
s36164	102	0	0	0	0	1	1
s36165	3342	0	0	0	0	1	1
s36166	551	0	0	0	0	1	0
s36167	834	0	0	0	0	1	0
s36168	59	0	0	0	0	1	0
s36169	99	0	0	0	0	1	0
s36170	61	0	0	0	0	1	0
s36171	108	0	0	0	0	1	0
s36172	175	0	0	0	0	1	0
s36173	91	0	0	0	0	1	0
s36174	66	0	0	0	0	1	1
s36175	1	0	0	0	0	1	1
s36176	178	0	0	0	0	1	0
s36177	199	0	0	0	0	1	0
s36178	816	0	0	0	0	1	1
s36179	74	0	0	0	0	1	0
s36180	92	0	0	0	0	1	0
s36181	196	0	0	0	0	1	0
s36182	6	0	0	0	0	1	0
s36183	97	0	0	0	0	1	0
s36184	90	0	0	0	0	1	0
s36185	1056	0	0	0	0	1	0
s36186	128	0	0	0	0	1	0
s36187	330	0	0	0	0	1	0
s36188	134	0	0	0	0	1	0
s36189	8028	0	0	0	0	1	0
s36190	203	0	0	0	0	1	0
s36191	4	0	0	0	0	1	0
s36192	298	0	0	0	0	1	0
s36193	105	0	0	0	0	1	0
s36194	101	0	0	0	0	1	0
s36195	91	0	0	0	0	1	0
s36196	445	0	0	0	0	1	0
s36197	857	0	0	0	0	1	0
s36198	384	0	0	0	0	1	0
s36199	62	0	0	0	0	1	1
s36200	199	0	0	0	0	1	1
s36201	147	0	0	0	0	1	0
s36202	172	0	0	0	0	1	0
s36203	111	0	0	0	0	1	0
s36204	82	0	0	0	0	1	1
s36205	249	0	0	0	0	1	0
s36206	162	0	0	0	0	1	0
s36207	87	0	0	0	0	1	0
s36208	120	0	0	0	0	1	0
s36209	126	0	0	0	0	1	0
s36210	175	0	0	0	0	1	0
s36211	266	0	0	0	0	1	1
s36212	101	0	0	0	0	1	1
s36213	562	0	0	0	0	1	1
s36214	821	0	0	0	0	1	0
s36215	54	0	0	0	0	1	0
s36216	596	0	0	0	0	1	0
s36217	936	0	0	0	0	1	0
s36218	57	0	0	0	0	1	0
s36219	122	0	0	0	0	1	0
s36220	6	0	0	0	0	1	1
s36221	287	0	0	0	1	1	0
s36222	303	0	0	0	0	1	0
s36223	514	0	0	0	0	1	0
s36224	369	0	0	0	0	1	1
s36225	1140	0	0	0	0	1	0
s36226	114	0	0	0	0	1	0
s36227	79	0	0	0	0	1	0
s36228	442	0	0	0	0	1	0
s36229	718	0	0	0	0	1	0
s36230	64	0	0	0	0	1	0
s36231	137	0	0	0	1	1	0
s36232	69	0	0	0	0	1	0
s36233	86	0	0	0	0	1	0
s36234	1617	0	0	0	0	1	1
s36235	4183	0	0	0	0	1	1
s36236	2882	0	0	0	0	1	1
s36237	1396	0	0	0	0	1	0
s36238	246	0	1	1	1	1	1
s36239	362	0	0	0	0	1	1
s36240	697	0	0	0	0	1	0
s36241	458	0	0	0	0	1	0
s36242	71	0	0	0	0	1	0
s36243	51	0	0	0	0	1	0
s36244	139	0	0	0	0	1	1
s36245	333	0	0	0	0	1	0
s36246	433	0	0	0	0	1	0
s36247	420	0	0	0	0	1	0
s36248	138	0	0	0	0	1	1
s36249	1189	0	0	0	0	1	1
s36250	55	0	0	0	1	1	1
s36251	600	0	0	0	0	1	0
s36252	123	0	0	0	1	1	1
s36253	288	0	0	0	0	1	0
s36254	581	0	0	0	0	1	0
s36255	790	0	0	0	0	1	0
s36256	438	0	0	0	0	1	0
s36257	1023	0	0	0	0	1	0
s36258	90	0	0	0	0	1	0
s36259	61	0	0	0	0	1	0
s36260	55	0	0	0	0	1	0
s36261	424	0	0	0	0	1	0
s36262	166	0	0	0	0	1	0
s36263	83	0	0	0	0	1	0
s36264	204	0	0	0	0	1	0
s36265	137	0	0	0	0	1	0
s36266	169	0	0	0	0	1	1
s36267	2996	0	0	0	0	1	0
s36268	301	0	0	0	0	1	0
s36269	16	0	0	0	0	1	0
s36270	116	0	0	0	1	1	1
s36271	71	0	0	0	0	1	0
s36272	892	0	0	0	0	1	1
s36273	952	0	0	0	0	1	1
s36274	5	0	0	0	0	1	0
s36275	2	0	0	0	0	1	0
s36276	821	0	0	0	0	1	0
s36277	78	0	0	0	0	1	0
s36278	153	0	0	0	0	1	0
s36279	566	0	0	0	0	1	1
s36280	379	0	0	0	0	1	0
s36281	189	0	0	0	0	1	0
s36282	274	1	1	1	0	1	0
s36283	132	0	0	0	0	1	0
s36284	100	0	0	0	0	1	0
s36285	115	0	0	0	0	1	0
s36286	205	0	0	0	0	1	0
s36287	167	0	0	0	0	1	0
s36288	227	0	0	0	0	1	0
s36289	40	0	0	0	0	1	0
s36290	443	0	0	0	0	1	0
s36291	93	0	0	0	0	1	0
s36292	112	0	0	0	0	1	0
s36293	58	0	0	0	0	1	0
s36294	61	0	0	0	0	1	0
s36295	113	0	0	0	0	1	0
s36296	123	0	0	0	0	1	0
s36297	84	0	0	0	0	1	0
s36298	119	0	0	0	0	1	0
s36299	6	0	0	0	0	1	0
s36300	159	0	0	0	0	1	0
s36301	64	0	0	0	0	1	0
s36302	132	0	0	0	0	1	0
s36303	74	0	0	0	0	1	0
s36304	526	0	0	0	0	1	0
s36305	821	0	0	0	0	1	0
s36306	4392	0	0	0	0	1	0
s36307	69	0	0	0	0	1	0
s36308	51	0	0	0	0	1	0
s36309	1560	0	0	0	0	1	0
s36310	58	0	0	0	0	1	0
s36311	89	0	0	0	0	1	0
s36312	53	0	0	0	0	1	0
s36313	171	0	0	0	0	1	0
s36314	77	0	0	0	0	1	0
s36315	13	0	0	1	0	1	0
s36316	419	0	0	0	0	1	0
s36317	180	0	0	0	0	1	0
s36318	92	0	0	0	0	1	0
s36319	112	0	0	0	0	1	0
s36320	169	0	0	0	0	1	1
s36321	108	0	0	0	0	1	1
s36322	8	0	0	0	0	1	0
s36323	67	0	0	0	0	1	0
s36324	71	0	0	0	0	1	0
s36325	307	0	0	0	0	1	1
s36326	254	0	0	0	0	1	1
s36327	379	0	0	0	0	1	0
s36328	124	0	0	0	0	1	0
s36329	2896	0	0	0	0	1	0
s36330	1275	0	0	0	0	1	0
s36331	211	0	0	0	0	1	0
s36332	308	0	0	0	0	1	0
s36333	1576	0	0	0	0	1	0
s36334	556	0	0	0	0	1	0
s36335	954	0	0	0	0	1	0
s36336	233	0	0	0	0	1	0
s36337	55	0	0	0	0	1	0
s36338	2309	0	0	0	0	1	0
s36339	63	0	0	0	0	1	0
s36340	151	0	0	0	0	1	0
s36341	5	0	0	0	0	1	0
s36342	57	0	0	0	0	1	0
s36343	168	0	0	0	0	1	0
s36344	900	0	0	0	0	1	0
s36345	243	0	0	0	0	1	0
s36346	564	0	0	0	0	1	0
s36347	2	0	0	0	0	1	0
s36348	179	0	0	0	0	1	0
s36349	88	0	0	0	0	1	0
s36350	94	0	0	0	0	1	0
s36351	172	0	0	0	0	1	0
s36352	173	0	0	0	0	1	0
s36353	9546	0	0	0	0	1	0
s36354	308	0	0	0	0	1	0
s36355	672	0	0	0	0	1	0
s36356	110	0	0	0	0	1	0
s36357	112	0	0	0	0	1	0
s36358	754	0	0	0	0	1	0
s36359	229	0	0	0	0	1	0
s36360	136	0	0	0	0	1	0
s36361	155	0	0	0	0	1	0
s36362	77	0	0	0	0	1	0
s36363	13	0	0	0	0	1	0
s36364	511	0	0	0	0	1	0
s36365	319	0	0	0	0	1	0
s36366	111	0	0	0	0	1	0
s36367	143	0	0	0	0	1	0
s36368	160	0	0	0	0	1	0
s36369	66	0	0	0	0	1	0
s36370	119	0	0	0	0	0	1
s36371	514	0	0	0	0	1	0
s36372	257	0	0	0	0	1	1
s36373	50	0	0	0	0	1	0
s36374	343	1	1	1	1	1	1
s36375	168	0	0	0	0	1	0
s36376	4	0	0	0	0	1	0
s36377	70	0	0	0	0	1	0
s36378	327	0	0	0	0	1	0
s36379	162	0	0	0	0	1	0
s36380	52	0	0	0	0	1	0
s36381	259	0	0	0	0	1	0
s36382	140	0	0	0	1	1	0
s36383	53	0	0	0	0	1	0
s36384	223	0	0	0	0	1	0
s36385	23	0	0	0	1	1	0
s36386	420	0	0	0	0	1	0
s36387	38	0	0	0	1	1	0
s36388	426	0	0	0	0	1	0
s36389	110	0	0	0	1	2	0
s36390	317	0	0	0	0	1	0
s36391	313	0	0	0	0	1	0
s36392	33	0	0	1	1	1	0
s36393	47	0	0	1	1	1	0
s36394	553	0	0	0	0	1	0
s36395	544	0	0	0	0	1	0
s36396	142	0	0	0	0	1	0
s36397	55	0	0	0	0	1	0
s36398	105	0	0	0	0	1	0
s36399	123	0	0	0	0	1	0
s36400	163	0	0	0	0	1	0
s36401	85	0	0	0	0	1	0
s36402	78	0	0	0	0	1	0
s36403	196	0	0	0	0	1	0
s36404	24	0	0	0	1	1	0
s36405	127	0	0	0	0	1	0
s36406	95	0	0	0	0	1	0
s36407	111	0	0	0	0	1	0
s36408	139	0	0	0	0	1	0
s36409	455	0	0	0	0	1	0
s36410	7	0	0	0	0	1	0
s36411	644	0	0	0	0	1	0
s36412	102	0	0	0	1	1	0
s36413	208	0	0	0	0	1	0
s36414	1026	0	0	0	0	1	0
s36415	117	0	0	0	0	1	0
s36416	206	0	0	0	0	1	0
s36417	55	0	0	0	0	1	0
s36418	346	0	0	0	0	1	0
s36419	181	0	0	0	0	1	0
s36420	411	0	0	0	0	1	0
s36421	144	0	0	0	0	1	0
s36422	698	0	0	0	0	1	0
s36423	105	0	0	0	0	1	0
s36424	724	0	0	0	0	1	0
s36425	2604	0	0	0	0	1	0
s36426	355	0	0	0	0	1	0
s36427	85	0	0	0	0	1	0
s36428	301	0	0	0	0	1	0
s36429	86	0	0	0	0	1	0
s36430	102	0	0	0	0	1	0
s36431	148	0	0	0	0	1	0
s36432	54	0	0	0	0	1	0
s36433	173	0	0	0	0	1	0
s36434	108	0	0	0	0	1	1
s36435	66	0	0	0	0	1	0
s36436	14	0	0	0	0	1	0
s36437	93	0	0	0	0	1	1
s36438	141	0	0	0	0	1	0
s36439	1590	0	0	0	0	1	0
s36440	1779	0	0	0	0	1	0
s36441	219	0	0	0	0	1	1
